Bolagsnamn,Org.nr,Besöksadress,Postnr,Ort,Kommun,Omsättning (Mkr),Omsättningsår,Anställda,Grundat,Hemsida,Mejl,Status
Interim Rail Sweden AB,5594879800,Hållövägen 16,121 32,Enskededalen,Stockholm,0.4,2025,1,2024,,,Ny kandidat
EGEDE AB,5592000524,Odengatan 24,113 51,Stockholm,Stockholm,0.4,2025,0,2019,,,Ny kandidat
Boson & Co AB,5564026283,Box 6282,102 34,Stockholm,Stockholm,0.4,2024,2,1990,,,Ny kandidat
Östernäs konsult och allservice AB,5595282558,Östernäs Bryggväg 95,761 94,Norrtälje,Norrtälje,0.4,2025,1,2025,,,Ny kandidat
olp bemanning AB,5590274857,Sikgatan 10 5tr,133 44,Saltsjöbaden,Nacka,0.4,2024,1,2015,,,Ny kandidat
Vansta Logistikpartner Aktiebolag,5562819986,Vansta 10,148 92,Ösmo,Nynäshamn,0.4,2025,0,1986,,,Ny kandidat
United Consultants Group UCG AB,5566407002,Enköpingsvägen 14,177 46,Järfälla,Järfälla,0.4,2025,2,2003,,,Ny kandidat
Tule Tvätt AB,5594899022,"c/o Aya Alsamarai, Sommarbo 312",137 67,Jordbro,Haninge,0.4,2025,0,2024,,,Ny kandidat
TG Invest AB,5568959026,Fågelviksvägen 9 6 Tr,145 53,Norsborg,Botkyrka,0.4,2025,1,2012,,,Ny kandidat
Studio Cata Prietto AB,5594259789,Mäldgatan 8,177 41,Järfälla,Järfälla,0.4,2024,0,2023,,,Ny kandidat
PRO RX Bemanning AB,5594749607,Rättaregatan 4 b,152 59,Södertälje,Södertälje,0.4,2025,1,2024,,,Ny kandidat
Nordic Digital Interim AB,5593303661,Gustav Iii:S Boulevard 159,169 74,Solna,Solna,0.4,2025,1-4,2021,,,Ny kandidat
Magical Star Business & Trading AB,5567420954,Ellaparksvägen 31,187 33,Täby,Täby,0.4,2025,1-4,2007,,,Ny kandidat
M Martinsson AB,5569637548,Augustendalsvägen 24 Lgh 1704,131 52,Nacka Strand,Nacka,0.4,2025,1,2014,,,Ny kandidat
Hjärter ess AB,5569398190,Sursta 316,195 93,Märsta,Sigtuna,0.4,2025,1,2013,,,Ny kandidat
H. Genc Konsult AB,5568964851,Fågelviksvägen 9 6tr,145 53,Norsborg,Botkyrka,0.4,2025,1,2012,,,Ny kandidat
FG Consulting Sweden AB,5591940910,Vikingavägen 19,184 41,Åkersberga,Österåker,0.4,2025,0,2019,,,Ny kandidat
Extra Nurse i Roslagen AB,5591370654,Körsbärsvägen 24 a,761 65,Norrtälje,Norrtälje,0.4,2025,1,2017,,,Ny kandidat
Elevate Jobs AB,5595049312,Lyftkransvägen 17,142 50,Skogås,Huddinge,0.4,2025,1-4,2024,,,Ny kandidat
EE Farmaci AB,5591579577,Stålhamravägen 47,151 47,Södertälje,Södertälje,0.4,2025,0,2018,,,Ny kandidat
Dewalak healthcare AB,5594387788,Björkvallavägen 60,194 39,Upplands Väsby,Upplands Väsby,0.4,2025,1,2023,,,Ny kandidat
Broberg Consulting AB,5569492449,Hagsätervägen 10,144 63,Rönninge,Salem,0.4,2025,1,2013,,,Ny kandidat
Basonext health company AB,5591652697,Forskningsringen 19,174 62,Sundbyberg,Sundbyberg,0.4,2024,1,2018,,,Ny kandidat
Aradahl Multiservice AB,5593081127,Almungevägen 108 d,194 92,Upplands Väsby,Upplands Väsby,0.4,2025,4,2021,,,Ny kandidat
Alfa Projekt och Byggledning Aktiebolag,5568863921,Kärrvägen 7,147 32,Tumba,Botkyrka,0.4,2025,1,2012,,,Ny kandidat
Alevia Consulting AB,5594207754,Slåttervägen 13 a,141 70,Segeltorp,Huddinge,0.4,2025,1,2023,,,Ny kandidat
Aleida Care AB,5593633828,Slöjdvägen 10 b,141 74,Segeltorp,Huddinge,0.4,2025,0,2022,,,Ny kandidat
Afterguard AB,5568193030,Höjdgatan 8,134 31,Gustavsberg,Värmdö,0.4,2025,1,2010,,,Ny kandidat
AMS CARE AB,5593996209,Flintlåsvägen 23,192 59,Sollentuna,Sollentuna,0.4,2025,1,2022,,,Ny kandidat
ALF Workforce AB,5594565037,Tjädervägen 47 b,141 72,Segeltorp,Huddinge,0.4,2025,1,2023,,,Ny kandidat
X Design Consulting AB,5594544701,Brattlyckevägen 2 b,448 33,Floda,Lerum,0.4,2025,1,2023,,,Ny kandidat
Oskar Mar Birgisson AB,5592604036,Nolhaga 2,506 43,Borås,Borås,0.4,2024,1,2020,,,Ny kandidat
Martin Högstedt Invest AB,5568165848,Båtstigen 1,442 35,Kungälv,Kungälv,0.4,2025,1,2010,,,Ny kandidat
MattssonBolagen på Orust AB,5595241802,Töllås 260,473 91,Henån,Orust,0.4,2025,0,2025,,,Ny kandidat
MENTAB i Göteborg AB,5595246280,Leråkersgatan 15 1604,417 30,Göteborg,Göteborg,0.4,2025,1,2025,,,Ny kandidat
M Ernfors AB,5569374167,Skårby 590,442 93,Kareby,Kungälv,0.4,2025,0,2013,,,Ny kandidat
Karolina Nordgren AB,5591052567,Fagersholmsvägen 3,515 35,Viskafors,Borås,0.4,2025,1,2017,,,Ny kandidat
Henrycon AB,5590558515,Videgårdsvägen 58,445 57,Surte,Ale,0.4,2025,1,2016,,,Ny kandidat
Gastro And Sprits Bohuslän AB,5595049676,Vällebergsvägen 3 c,459 30,Ljungskile,Uddevalla,0.4,2025,1,2024,,,Ny kandidat
GOART AB,5591463855,Klövervägen 17,475 37,Bohus-Björkö,Öckerö,0.4,2025,1,2018,,,Ny kandidat
Flexman Assets AB,5594286162,Vallenvägen 18,444 60,Stora Höga,Stenungsund,0.4,2025,0,2023,,,Ny kandidat
DNK Invest AB,5594863507,Nordviksberg 141,471 95,Skärhamn,Tjörn,0.4,2025,1-4,2024,,,Ny kandidat
CONSULTING FYRSTAD AB,5595077123,Taxgatan 4,461 68,Trollhättan,Trollhättan,0.4,2025,1,2024,,,Ny kandidat
Boneab Aktiebolag,5594279712,Kungsgatan 6,542 37,Mariestad,Mariestad,0.4,2025,0,2023,,,Ny kandidat
Bergs Bemanning AB,5594189440,Benarebyvägen 265,437 92,Lindome,Mölndal,0.4,2025,0,2023,,,Ny kandidat
Baci AB,5569708927,Bräckevägen 511,471 98,Fagerfjäll,Tjörn,0.4,2025,1,2014,,,Ny kandidat
Amir & Co Consulting AB,5593001521,Burhultsvägen 36 c,443 73,Gråbo,Lerum,0.4,2025,1,2021,,,Ny kandidat
Akkad Vård AB,5595106708,Dalagatan 4,545 34,Töreboda,Töreboda,0.4,2025,1-4,2024,,,Ny kandidat
AD Consulting AB,5593684953,Björksätersgatan 10,506 46,Borås,Borås,0.4,2025,1,2022,,,Ny kandidat
A Vent Entreprenad NS Consulting AB,5563408623,Vindragaregatan 8 b,417 01,Göteborg,Göteborg,0.4,2025,2,1988,,,Ny kandidat
Yordana konsult AB,5593741068,Atlegången 10,235 35,Vellinge,Vellinge,0.4,2025,1,2022,,,Ny kandidat
Tess Sale Service AB,5594515685,Farmgränden 3,252 22,Helsingborg,Helsingborg,0.4,2025,1-4,2023,,,Ny kandidat
Salsta Resurs AB,5592758329,Skolvägen 24,254 82,Helsingborg,Helsingborg,0.4,2025,1,2020,,,Ny kandidat
PH Restaurangkonsult AB,5593264079,Kanalgatan 42,291 34,Kristianstad,Kristianstad,0.4,2025,1,2021,,,Ny kandidat
Nordic Transport & Logistikbemanning AB,5594033705,Bjäregatan 12 a,252 48,Helsingborg,Helsingborg,0.4,2025,1-4,2022,,,Ny kandidat
NS Butikutveckling AB,5595209023,Jakobsgatan 9,267 75,Ekeby,Bjuv,0.4,2025,1-4,2025,,,Ny kandidat
Marwa care AB,5593843674,Västra Högsvägen 398-0,244 95,Dösjebro,Kävlinge,0.4,2025,1,2022,,,Ny kandidat
M.A.T Radiology AB,5591921787,Backnejlikegatan 6,291 58,Kristianstad,Kristianstad,0.4,2026,0,2019,,,Ny kandidat
Kvinnorådgivning Klinik Sverige AB,5593583957,Dalhemsvägen 15,254 65,Helsingborg,Helsingborg,0.4,2025,1,2022,,,Ny kandidat
JME Care AB,5594471756,Kilian Zollsgatan 1 c,217 56,Malmö,Malmö,0.4,2024,1,2023,,,Ny kandidat
JKaridar AB,5594737743,Kärrsångarvägen 20,247 35,Södra Sandby,Lund,0.4,2025,1,2024,,,Ny kandidat
Hultner Bemanning AB,5593655052,Götagatan 2,263 31,Höganäs,Höganäs,0.4,2025,0,2022,,,Ny kandidat
Hemsyd E-handel AB,5593608143,Stenkällevägen 41,212 32,Malmö,Malmö,0.4,2025,1,2022,,,Ny kandidat
Familjen Hultgren AB,5569961146,Skogsgatan 3,286 73,Skånes Fagerhult,Örkelljunga,0.4,2025,0,2014,,,Ny kandidat
Doktor L Sloth AB,5592431679,Rullstensvägen 13,231 79,Smygehamn,Trelleborg,0.4,2025,1,2020,,,Ny kandidat
Behar AB,5591412191,Ättegatan 1,262 44,Ängelholm,Ängelholm,0.4,2025,1,2017,,,Ny kandidat
Axels Nöjesfält Pierre Andreasson AB,5564646981,Kanongatan 155,254 67,Helsingborg,Helsingborg,0.4,2024,1,1993,,,Ny kandidat
AnCaSo Consulting AB,5593671315,Mamsellvägen 3,269 73,Förslöv,Båstad,0.4,2025,1,2022,,,Ny kandidat
AjneCare AB,5592990245,Källbogatan 30,212 33,Malmö,Malmö,0.4,2025,1,2021,,,Ny kandidat
2info AB,5592237266,Poststugan 513,211 65,Malmö,Malmö,0.4,2025,1,2019,,,Ny kandidat
Örboms Lyfttjänst AB,5590979679,Attungsgatan 21,602 08,Norrköping,Norrköping,0.4,2025,1,2017,,,Ny kandidat
Ulf Bergström AB,5567383004,"c/o ULF BJÖRNERUD, Bestorp Laggarbo 1",589 65,Bestorp,Linköping,0.4,2023,0,2007,,,Ny kandidat
Wikby Transport & Utbildning AB,5567343131,Kungsvägen 71 b,595 40,Mjölby,Mjölby,0.4,2025,1,2007,,,Ny kandidat
Pernilla Wigh AB,5593649865,"c/o PERNILLA WIGH, Skönbergagatan 21 e",614 30,Söderköping,Söderköping,0.4,2025,1,2022,,,Ny kandidat
Loxander i Linköping AB,5592703325,Åbylundsgatan 24,582 36,Linköping,Linköping,0.4,2025,1,2020,,,Ny kandidat
Encerio AB,5594959362,Torsten Fogelqvists Gata 22,603 76,Norrköping,Norrköping,0.4,2025,0,2024,,,Ny kandidat
RadSaad AB,5593270191,Väktargatan 52 a,754 22,Uppsala,Uppsala,0.4,2025,1,2021,,,Ny kandidat
Q's Beauty Studio AB,5593562175,Gärdets Bilgata 10,754 20,Uppsala,Uppsala,0.4,2025,0,2021,,,Ny kandidat
Lundkovallen AB,5591922223,Box 1046,751 40,Uppsala,Uppsala,0.4,2025,1,2019,,,Ny kandidat
LaBeMed AB,5569147456,Sturegatan 2 a 1201,753 14,Uppsala,Uppsala,0.4,2025,1,2012,,,Ny kandidat
Wahlund Wellness AB,5590922067,Hagviksstrand 8,746 91,Bålsta,Håbo,0.4,2025,1,2016,,,Ny kandidat
Mind support AB,5566364591,Gryta Ölsta 5,749 63,Örsundsbro,Enköping,0.4,2025,1-4,2003,,,Ny kandidat
Equiservice Mälardalen AB,5592427701,Bred-Gammalbo 3,745 95,Enköping,Enköping,0.4,2024,1,2020,,,Ny kandidat
Dannemora Wärdshus AB,5593628737,Södernäsvägen 5,748 30,Österbybruk,Östhammar,0.4,2025,1,2022,,,Ny kandidat
TrendZ AB,5592843261,Pelargatan 1,553 24,Jönköping,Jönköping,0.4,2025,1,2020,,,Ny kandidat
HIR Sverige AB,5592580996,Trädgårdsgatan 4 a Lgh 1203,562 32,Norrahammar,Jönköping,0.4,2024,0,2020,,,Ny kandidat
Camilla Johansson Förvaltning AB,5590825492,Bäckalyckevägen 40 l 1104,553 13,Jönköping,Jönköping,0.4,2025,1,2016,,,Ny kandidat
OMC Nordic AB,5595212514,Garstorp 2,574 54,Holsbybrunn,Vetlanda,0.4,2025,1,2025,,,Ny kandidat
iCare Bostället AB,5593120677,Spenshult 111,313 91,Oskarström,Halmstad,0.4,2025,1,2021,,,Ny kandidat
Two Aid AB,5593916975,Fredsgatan 7,313 30,Oskarström,Halmstad,0.4,2025,1,2022,,,Ny kandidat
Welex Consulting AB,5594698721,Mossvägen 14,432 47,Varberg,Varberg,0.4,2025,2,2024,,,Ny kandidat
Rehnström Konsult & Invest AB,5594952011,Borgasgatan 29,432 57,Varberg,Varberg,0.4,2025,1-4,2024,,,Ny kandidat
Lisa Torp 31 AB,5590689765,Torpsåg 131 Hasslöv,312 97,Laholm,Laholm,0.4,2025,0,2016,,,Ny kandidat
LinaMarias Konsult AB,5593588196,Södra Banvägen 8,311 75,Falkenberg,Falkenberg,0.4,2025,1,2022,,,Ny kandidat
Event händer i Sverige AB,5594755372,Magasinsgatan 35,434 37,Kungsbacka,Kungsbacka,0.4,2025,4,2024,,,Ny kandidat
ABCGATAN kalas AB,5594318601,Abc-Gatan 10,302 51,Halmstad,Halmstad,0.4,2025,1,2023,,,Ny kandidat
YLG Invest AB,5590875232,Drottninggatan 11,702 10,Örebro,Örebro,0.4,2025,1,2016,,,Ny kandidat
H&E Consulting AB,5594386251,Lutabäcksvägen 10,703 75,Örebro,Örebro,0.4,2025,2,2023,,,Ny kandidat
Eneman Alltjänst & Bemanning AB,5591237481,"c/o Advokatbolaget Sjutton34 KB, Stortorget 8",702 11,Örebro,Örebro,0.4,2023,1,2017,,,Ny kandidat
Senior Support i Laxå AB,5563615748,Sandlyckan 2,695 32,Laxå,Laxå,0.4,2025,1,1989,,,Ny kandidat
Low Solutions AB,5595001891,Äspedalen 225,691 91,Karlskoga,Karlskoga,0.4,2025,1,2024,,,Ny kandidat
Evictor AB,5590542915,Boängen Sörängen 114,718 95,Ervalla,Lindesberg,0.4,2025,0,2016,,,Ny kandidat
Summeria AB,5569170052,Sommarvägen 7,611 74,Tystberga,Nyköping,0.4,2025,1,2012,,,Ny kandidat
J&P Solution AB,5592201593,Edeby Gård 5,645 93,Strängnäs,Strängnäs,0.4,2025,1,2019,,,Ny kandidat
EquiAction AB,5593219677,Valsund 2,649 91,Sparreholm,Flen,0.4,2025,0,2021,,,Ny kandidat
Åsas bemanning AB,5566666177,Bergslagsgatan 3,776 32,Hedemora,Hedemora,0.4,2025,2,2004,,,Ny kandidat
Selma anläggning och Invest AB,5591148829,Änderåsen Dammbrovägen 19,795 96,Boda Kyrkby,Rättvik,0.4,2025,2,2017,,,Ny kandidat
PSiB AB,5592620008,Högbergsgatan 60,771 35,Ludvika,Ludvika,0.4,2025,1,2020,,,Ny kandidat
LGI bil & mek AB,5593482663,Nordanåker 36,786 71,Dala-Järna,Vansbro,0.4,2025,1,2021,,,Ny kandidat
Helena Willman AB,5593360349,Heden Kattåkersvägen 24,793 92,Leksand,Leksand,0.4,2025,0,2021,,,Ny kandidat
H&L Wolgast AB,5590789268,Amsbergsvägen 18,784 68,Borlänge,Borlänge,0.4,2025,1,2016,,,Ny kandidat
Guldspar Sverige AB,5591410914,Ål-Kilen Svedens Väg 8,785 92,Gagnef,Leksand,0.4,2025,0,2017,,,Ny kandidat
Egenbolaget i Sverige AB,5569882052,Slaggatan 51,791 70,Falun,Falun,0.4,2024,1,2014,,,Ny kandidat
Åviks Förvaltning Aktiebolag,5569757106,Gammelbansvägen 3,824 40,Hudiksvall,Hudiksvall,0.4,2025,0,2014,,,Ny kandidat
TH Psykiatri AB,5592733868,Lövlundsvägen 29,814 91,Furuvik,Gävle,0.4,2025,1,2020,,,Ny kandidat
Ryssbacken i Norrbo AB,5567300131,Norrbobyn 97,824 77,Bjuråker,Hudiksvall,0.4,2025,1,2007,,,Ny kandidat
SKSME AB,5593890642,Södra Kungsgatan 19,802 51,Gävle,Gävle,0.4,2025,1-4,2022,,,Ny kandidat
Olle Schön AB,5569442055,Nybo Bursevägen 7,827 52,Järvsö,Ljusdal,0.4,2025,1,2013,,,Ny kandidat
Nordic Career Recruitment & Consulting AB,5593699092,Nyhamnsvägen 12,681 54,Kristinehamn,Kristinehamn,0.4,2025,1,2022,,,Ny kandidat
Arveda Vårdkonsult AB,5592024904,Brevik Framstuga 1,673 97,Åmotfors,Arvika,0.4,2026,1,2019,,,Ny kandidat
JuWify AB,5594322975,Åvestbovägen 56,737 91,Fagersta,Fagersta,0.4,2025,1,2023,,,Ny kandidat
Elmaterial i Sverige AB,5564021730,Agnegatan 5,722 17,Västerås,Västerås,0.4,2025,1,1990,,,Ny kandidat
Dipro Sverige AB,5593283608,Ringspinnargatan 14,723 46,Västerås,Västerås,0.4,2025,1,2021,,,Ny kandidat
CODESEASON AB,5594080326,Lövsångargatan 50 1002,724 72,Västerås,Västerås,0.4,2025,1,2022,,,Ny kandidat
AB Effektiv Västerås/Eskilstuna,5594347204,Bandystugan  Abb Arena Syd,722 17,Västerås,Västerås,0.4,2025,1,2023,,,Ny kandidat
Utbildningar Luleå AB,5591620744,Truppvägen 1,976 31,Luleå,Luleå,0.4,2024,0,2018,,,Ny kandidat
Söderqvist rep och bemanning AB,5595095372,Smedsvägen 10,933 32,Arvidsjaur,Arvidsjaur,0.4,2025,1,2024,,,Ny kandidat
Svarvares Allservice AB,5591715494,Jakthornsstigen 6,974 55,Luleå,Luleå,0.4,2025,0,2018,,,Ny kandidat
Outdoor Lapland AB,5567174262,Klockartorget 1 b Lgh 1201,962 32,Jokkmokk,Jokkmokk,0.4,2025,1,2006,,,Ny kandidat
Norrbottens Bygg & Entreprenad Bemanning AB,5593892630,Kaperasvägen 2 b,981 41,Kiruna,Kiruna,0.4,2025,3,2022,,,Ny kandidat
Nordins personal uthyrning AB,5563448223,Centralgatan 6 a,952 34,Kalix,Kalix,0.4,2025,1,1989,,,Ny kandidat
Jrot AB,5593370421,Elias Väg 6,981 46,Kurravaara,Kiruna,0.4,2025,1,2021,,,Ny kandidat
HRL Konsult AB,5591583835,Svanvägen 13,983 36,Malmberget,Gällivare,0.4,2025,1,2018,,,Ny kandidat
ADONIFY AB,5594531385,Saittarova 77,984 93,Tärendö,Pajala,0.4,2025,1,2023,,,Ny kandidat
Norsjö Markkonsult AB,5592149164,Bjursele 301,935 91,Norsjö,Norsjö,0.4,2025,1,2019,,,Ny kandidat
Marianne Paavolas Psykoterapi AB,5595029736,Kungsgatan 91,903 30,Umeå,Umeå,0.4,2025,1,2024,,,Ny kandidat
J.H's Service & Entreprenad AB,5595331744,Västra Sjögatan 7,917 32,Dorotea,Dorotea,0.4,2025,1,2025,,,Ny kandidat
FACHSI i Umeå AB,5568571854,Åkerviksvägen 27,922 76,Botsmark,Umeå,0.4,2025,1,2011,,,Ny kandidat
Öland Framåt Holding AB,5592935174,Sjövägen 5,386 34,Färjestaden,Mörbylånga,0.4,2025,1,2020,,,Ny kandidat
Kindgrenologi AB,5567498042,Rådhusgatan 38 b,593 33,Västervik,Västervik,0.4,2025,1,2008,,,Ny kandidat
AKUA Arnesson Aktiebolag,5564147923,Hagby 126,386 96,Färjestaden,Mörbylånga,0.4,2025,1,1990,,,Ny kandidat
"Dekor-Text, Fordonsfoliering i Sverige AB",5590917455,Blästergatan 4,352 46,Växjö,Växjö,0.4,2025,1,2016,,,Ny kandidat
Simon Staaf AB,5592170616,Jasminvägen 22,891 51,Örnsköldsvik,Örnsköldsvik,0.4,2025,0,2019,,,Ny kandidat
Offshore it Sweden AB,5592006430,Solhemsvägen 4,861 42,Sörberge,Timrå,0.4,2025,0,2019,,,Ny kandidat
NordTech Fastighet & Konsult i Sundsvall AB,5592100464,Uttervägen 16,862 32,Kvissleby,Sundsvall,0.4,2025,0,2019,,,Ny kandidat
ML Ytskydd AB,5594763285,Gärdesvägen 17,891 42,Örnsköldsvik,Örnsköldsvik,0.4,2025,1,2024,,,Ny kandidat
Leffepirkens Fiske & Fritid AB,5593603888,Forsnäs 168,883 93,Ramsele,Sollefteå,0.4,2025,1,2022,,,Ny kandidat
Farmartjänst Norrland Aktiebolag,5591060057,Lännes Gård 130,881 95,Undrom,Sollefteå,0.4,2025,1,2017,,,Ny kandidat
Anestrix Consulting AB,5591275622,Hantverksgatan 3 b,852 41,Sundsvall,Sundsvall,0.4,2025,1,2017,,,Ny kandidat
Sigge Consulting AB,5590886585,Mysslevägen 1,374 53,Asarum,Karlshamn,0.4,2025,2,2016,,,Ny kandidat
Taxibolaget i Östersund Aktiebolag,5565436424,Anarisvägen 193,831 70,Östersund,Östersund,0.4,2025,1,1997,,,Ny kandidat
Skavbrännas bisyssla AB,5595188045,Skavbränna 254,835 64,Föllinge,Krokom,0.4,2025,1,2025,,,Ny kandidat
Klas Garage AB,5594710294,Paradisvägen 35,837 72,Duved,Åre,0.4,2025,1,2024,,,Ny kandidat
Faster Ekonomi AB,5566150586,Österåsen 212,836 93,Häggenås,Östersund,0.4,2025,1,2001,,,Ny kandidat
eMSICS AB,5569439168,Andrégatan 11,621 49,Visby,Gotland,0.4,2025,0,2013,,,Ny kandidat
Örebro Jobb AB,5593523821,Östanlidsvägen 7,703 75,Örebro,Örebro,0.3,2025,0,2021,,,Ny kandidat
krzmi AB,5592388937,"c/o Bolagspartner avveckling, Box 1067",221 04,Lund,Lund,0.3,2025,0,2020,,,Ny kandidat
Zonsec Bemanning AB,5568433832,Skalldalsvägen 18,436 52,Hovås,Göteborg,0.3,2025,2,2011,,,Ny kandidat
ZE Talent Agency AB,5595205096,Gröndalsvägen 159,117 69,Stockholm,Stockholm,0.3,2025,1,2025,,,Ny kandidat
Workmatch IO AB,5592401219,Vasagatan 10,111 20,Stockholm,Stockholm,0.3,2025,1,2020,,,Ny kandidat
Workbuddy AB,5592523558,Vasagatan 12,903 29,Umeå,Umeå,0.3,2025,1,2020,,,Ny kandidat
Widju AB,5594631946,Öjersjövägen 40 a,433 50,Öjersjö,Partille,0.3,2025,0,2023,,,Ny kandidat
Vårdea AB,5568586142,"c/o Svenska Standardbolag AB, Box 292",791 27,Falun,Falun,0.3,2025,1,2011,,,Ny kandidat
Viva Intelligence AB,5593657447,"c/o Svenska Standardbolag AB, Box 292",791 27,Falun,Falun,0.3,2024,0,2022,,,Ny kandidat
ViLa AB,5568518772,Kärralundsgatan 23,416 56,Göteborg,Göteborg,0.3,2026,1,2011,,,Ny kandidat
VLICK Europe AB,5593782104,Gaffelseglet 11,136 54,Vega,Haninge,0.3,2025,1,2022,,,Ny kandidat
Timber Cut i Huskvarna AB,5569678088,Egnahemsvägen 6 b,561 35,Huskvarna,Jönköping,0.3,2025,0,2014,,,Ny kandidat
Think Talent! AB,5592469166,Polhemsgatan 25,733 33,Sala,Sala,0.3,2025,1,2020,,,Ny kandidat
Taplow AB,5566264874,Skrivaregatan 21,215 37,Malmö,Malmö,0.3,2025,0,2002,,,Ny kandidat
TBL CONSULTING AB,5592929045,Trädgårdsgatan 15,151 45,Södertälje,Södertälje,0.3,2025,1,2020,,,Ny kandidat
Stensholmen i Stockholm AB,5566658851,Sportvägen 25,191 43,Sollentuna,Sollentuna,0.3,2025,2,2004,,,Ny kandidat
Star Staff Nordica AB,5566060736,Karlbergsvägen 44,113 62,Stockholm,Stockholm,0.3,2025,1,2001,,,Ny kandidat
SoulKey Talent & Search AB,5595115105,Hotellvägen 2 c,262 60,Ängelholm,Ängelholm,0.3,2025,0,2024,,,Ny kandidat
Smart Guide AB,5594739756,"c/o Abdulrahman Khawatmi, Box 1147",701 11,Örebro,Örebro,0.3,2025,1,2024,,,Ny kandidat
Salmani Jobbkonsult AB,5593917759,Tulegatan 18,172 78,Sundbyberg,Sundbyberg,0.3,2025,1,2022,,,Ny kandidat
STEFAN NILSSON - EXECUTIVE SEARCH AB,5567934186,Skrattarpsvägen 88,269 76,Torekov,Båstad,0.3,2025,1,2009,,,Ny kandidat
Räsvelg invest AB,5592432545,Skarlunda Gård 10,152 97,Södertälje,Södertälje,0.3,2024,1,2020,,,Ny kandidat
Rexler Headhunt Aktiebolag,5565104527,"c/o Bertil Rexler, Box 406",191 24,Sollentuna,Sollentuna,0.3,2025,1,1995,,,Ny kandidat
Remote Ones AB,5595009803,Kantarellvägen 4,944 71,Piteå,Piteå,0.3,2025,0,2024,,,Ny kandidat
Rekorek AB,5568701162,Agnesfridsvägen 194,213 75,Malmö,Malmö,0.3,2025,0,2011,,,Ny kandidat
Prospective Investment Scandinavia AB,5591258990,Sköntorpsvägen 5,120 38,Årsta,Stockholm,0.3,2024,0,2017,,,Ny kandidat
ProCraft AB,5590033022,Nya Tingstadsgatan 1,422 44,Hisings Backa,Göteborg,0.3,2025,0,2015,,,Ny kandidat
ProBusiness sweden AB,5567880694,Hammarby Fabriksväg 23 6tr,120 30,Stockholm,Stockholm,0.3,2025,0,2009,,,Ny kandidat
Prima Rekrytering Sverige AB,5591086474,Grötån 423,459 91,Ljungskile,Uddevalla,0.3,2025,1,2017,,,Ny kandidat
PredictIT Talent AB,5591867543,Oskarsvägen 10,181 32,Lidingö,Lidingö,0.3,2025,1,2018,,,Ny kandidat
Pharmapower AB,5593336778,Kornvägen 33,232 38,Arlöv,Burlöv,0.3,2025,1,2021,,,Ny kandidat
PR Juridik & Bemanning AB,5593393308,Kännestorp 150,444 93,Spekeröd,Stenungsund,0.3,2025,0,2021,,,Ny kandidat
PM Property Management Search AB,5567288427,Grev Magnigatan 18,114 55,Stockholm,Stockholm,0.3,2025,1,2007,,,Ny kandidat
Oeco AB,5594596347,Hyllie Allé 23,215 36,Malmö,Malmö,0.3,2025,0,2023,,,Ny kandidat
Nordic konsultbyrå AB,5594920935,Emmabodavägen 9,382 45,Nybro,Nybro,0.3,2025,1,2024,,,Ny kandidat
NJ Service AB,5595288100,Hörja 5227,282 94,Hörja,Hässleholm,0.3,2025,1,2025,,,Ny kandidat
Mias godsaker & Jerle entreprenad AB,5594114638,Järle 207,713 91,Nora,Nora,0.3,2025,1,2022,,,Ny kandidat
Maxgroup Holding AB,5568319700,Bussvägen 2,896 31,Husum,Örnsköldsvik,0.3,2025,0,2010,,,Ny kandidat
Matchadirekt AB,5591114953,Sollentunavägen 141,191 44,Sollentuna,Sollentuna,0.3,2025,0,2017,,,Ny kandidat
Marbs executive AB,5592268329,Berghamnsbrinken 22,165 71,Hässelby,Stockholm,0.3,2025,1-4,2019,,,Ny kandidat
MM Care Consulting AB,5593563025,Persvägen 6,131 52,Nacka Strand,Nacka,0.3,2025,1,2021,,,Ny kandidat
Lindavia AB,5593010043,Käntingegränd 1,613 36,Oxelösund,Oxelösund,0.3,2025,0,2021,,,Ny kandidat
Leasee AB,5569691073,Vallagränd 3,136 39,Handen,Haninge,0.3,2025,1,2014,,,Ny kandidat
Kurera Framtid AB,5591309728,Krusegatan 19,212 25,Malmö,Malmö,0.3,2024,1-4,2017,,,Ny kandidat
Konsultstallet AB,5593997629,Lybecksgatan 19,252 69,Råå,Helsingborg,0.3,2025,1,2022,,,Ny kandidat
Kompass-Guiden i Norden AB,5568397631,Uppsalavägen 5,857 31,Sundsvall,Sundsvall,0.3,2025,1,2011,,,Ny kandidat
Kiirus AB,5568840333,Tågvägen 2 b,647 35,Mariefred,Strängnäs,0.3,2025,2,2012,,,Ny kandidat
Karl Havdrup Consulting AB,5595122143,Bjällerödsvägen 10,262 60,Ängelholm,Ängelholm,0.3,2025,1-4,2024,,,Ny kandidat
Katalysator Organisationsutveckling AB,5592236409,Rödstuguvägen 29,181 30,Lidingö,Lidingö,0.3,2025,0,2019,,,Ny kandidat
Kabe Konsult AB,5593241036,"c/o SEE YOU AT WORK, Box 210 Vällingby Torg 18-24",162 65,Vällingby,Stockholm,0.3,2025,1,2021,,,Ny kandidat
Jsen Consulting AB,5591557516,Herrgärdsgatan 5,722 16,Västerås,Västerås,0.3,2025,1,2018,,,Ny kandidat
Jouni & Peter Invest och Konsult AB,5594642109,Våmmedalsvägen 28,428 31,Kållered,Mölndal,0.3,2025,1,2023,,,Ny kandidat
